,ID,State,Constituency,S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Winner,Margin
7709.0,S2431006,Uttar Pradesh,Hardoi,6.0,SUNIL KUMAR VERMA,Independent,3819.0,2.0,3821.0,0.35,False,-482977
7710.0,S2431007,Uttar Pradesh,Hardoi,7.0,INDRAPAL PASI,Justice Party,2945.0,1.0,2946.0,0.27,False,-483852
7711.0,S2431008,Uttar Pradesh,Hardoi,8.0,MUNNA LAL,Naari Nar Rakshak Party,1588.0,1.0,1589.0,0.14,False,-485209
7712.0,S2431009,Uttar Pradesh,Hardoi,9.0,OM PRAKASH,Independent,1559.0,2.0,1561.0,0.14,False,-485237
7713.0,S2431010,Uttar Pradesh,Hardoi,10.0,AWADESH KUMAR,Independent,1420.0,4.0,1424.0,0.13,False,-485374
7714.0,S2431011,Uttar Pradesh,Hardoi,11.0,PRADEEP KUMAR,Bhartiya Krishak Dal,1349.0,5.0,1354.0,0.12,False,-485444
7715.0,S2431012,Uttar Pradesh,Hardoi,12.0,BRAHMA PRASAD,Lok Jan Sangharsh Party,1139.0,1.0,1140.0,0.1,False,-485658
7716.0,S2431013,Uttar Pradesh,Hardoi,13.0,NOTA,None of the Above,8778.0,36.0,8814.0,0.8,False,-477984
7717.0,S2432001,Uttar Pradesh,Misrikh,1.0,ASHOK KUMAR RAWAT,Bharatiya Janata Party,473971.0,1045.0,475016.0,45.15,True,33406
7718.0,S2432002,Uttar Pradesh,Misrikh,2.0,SANGITA RAJVANSHI,Samajwadi Party,440157.0,1453.0,441610.0,41.98,False,-33406
7719.0,S2432003,Uttar Pradesh,Misrikh,3.0,B R AHIRWAR,Bahujan Samaj Party,111670.0,275.0,111945.0,10.64,False,-363071
7720.0,S2432004,Uttar Pradesh,Misrikh,4.0,RAMPAL,Independent,3973.0,5.0,3978.0,0.38,False,-471038
7721.0,S2432005,Uttar Pradesh,Misrikh,5.0,LALIT KUMAR,Bhartiya Shakti Chetna Party,3811.0,4.0,3815.0,0.36,False,-471201
7722.0,S2432006,Uttar Pradesh,Misrikh,6.0,Neelam Singh,Independent,2899.0,6.0,2905.0,0.28,False,-472111
7723.0,S2432007,Uttar Pradesh,Misrikh,7.0,VANDNA  VERMA,Naari Nar Rakshak Party,1907.0,5.0,1912.0,0.18,False,-473104
7724.0,S2432008,Uttar Pradesh,Misrikh,8.0,AVDHESH,Independent,1419.0,4.0,1423.0,0.14,False,-473593
7725.0,S2432009,Uttar Pradesh,Misrikh,9.0,SAVITRI DEVI,Rashtriya Janshakti Samaj Party,1347.0,3.0,1350.0,0.13,False,-473666
7726.0,S2432010,Uttar Pradesh,Misrikh,10.0,NOTA,None of the Above,7997.0,32.0,8029.0,0.76,False,-466987
7727.0,S2433001,Uttar Pradesh,Unnao,1.0,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,614832.0,1301.0,616133.0,47.31,True,35818
7728.0,S2433002,Uttar Pradesh,Unnao,2.0,ANNU TANDON,Samajwadi Party,577699.0,2616.0,580315.0,44.56,False,-35818
7729.0,S2433003,Uttar Pradesh,Unnao,3.0,ASHOK KUMAR PANDEY,Bahujan Samaj Party,72245.0,282.0,72527.0,5.57,False,-543606
7730.0,S2433004,Uttar Pradesh,Unnao,4.0,SAIF KHAN,Parcham Party of India,8390.0,14.0,8404.0,0.65,False,-607729
7731.0,S2433005,Uttar Pradesh,Unnao,5.0,UMESH,Independent,5625.0,10.0,5635.0,0.43,False,-610498
7732.0,S2433006,Uttar Pradesh,Unnao,6.0,SHIV PRAKASH SINGH,Independent,4107.0,11.0,4118.0,0.32,False,-612015
7733.0,S2433007,Uttar Pradesh,Unnao,7.0,SAIYYAD SARFARAZ GANDHI,Independent,3018.0,5.0,3023.0,0.23,False,-613110
7734.0,S2433008,Uttar Pradesh,Unnao,8.0,HIMANSHU SHARMA,Bhartiya Shakti Chetna Party,2656.0,7.0,2663.0,0.2,False,-613470
7735.0,S2433009,Uttar Pradesh,Unnao,9.0,NOTA,None of the Above,9430.0,23.0,9453.0,0.73,False,-606680
7736.0,S2434001,Uttar Pradesh,Mohanlalganj,1.0,R.K. CHAUDHARY,Samajwadi Party,666560.0,1309.0,667869.0,48.49,True,70292
7737.0,S2434002,Uttar Pradesh,Mohanlalganj,2.0,KAUSHAL KISHORE,Bharatiya Janata Party,596197.0,1380.0,597577.0,43.38,False,-70292
7738.0,S2434003,Uttar Pradesh,Mohanlalganj,3.0,RAJESH KUMAR,Bahujan Samaj Party,88257.0,204.0,88461.0,6.42,False,-579408
7739.0,S2434004,Uttar Pradesh,Mohanlalganj,4.0,MAHENDRA,Independent,2654.0,7.0,2661.0,0.19,False,-665208
7740.0,S2434005,Uttar Pradesh,Mohanlalganj,5.0,SUSHIL KUMAR,Independent,2626.0,1.0,2627.0,0.19,False,-665242
7741.0,S2434006,Uttar Pradesh,Mohanlalganj,6.0,RAMESH KUMAR,Independent,1839.0,2.0,1841.0,0.13,False,-666028
7742.0,S2434007,Uttar Pradesh,Mohanlalganj,7.0,SUNITA CHHEDA PASI,Aam Janta Party (India),1736.0,13.0,1749.0,0.13,False,-666120
7743.0,S2434008,Uttar Pradesh,Mohanlalganj,8.0,S. L.SINGH,Peoples Party of India (Democratic),1711.0,6.0,1717.0,0.12,False,-666152
7744.0,S2434009,Uttar Pradesh,Mohanlalganj,9.0,BRIJESH KUMAR VIKRAM,Rashtriya Samaj Paksha,1648.0,7.0,1655.0,0.12,False,-666214
7745.0,S2434010,Uttar Pradesh,Mohanlalganj,10.0,JITENDRA KUMAR,Independent,1402.0,12.0,1414.0,0.1,False,-666455
7746.0,S2434011,Uttar Pradesh,Mohanlalganj,11.0,SURAJ KUMAR,Sardar Patel Siddhant Party,1010.0,5.0,1015.0,0.07,False,-666854
7747.0,S2434012,Uttar Pradesh,Mohanlalganj,12.0,NOTA,None of the Above,8838.0,28.0,8866.0,0.64,False,-659003
7748.0,S2435001,Uttar Pradesh,Lucknow,1.0,RAJ NATH SINGH,Bharatiya Janata Party,610597.0,2112.0,612709.0,53.89,True,135159
7749.0,S2435002,Uttar Pradesh,Lucknow,2.0,RAVIDAS MEHROTRA,Samajwadi Party,476303.0,1247.0,477550.0,42.0,False,-135159
7750.0,S2435003,Uttar Pradesh,Lucknow,3.0,MOHAMMAD SARWAR MALIK,Bahujan Samaj Party,29982.0,210.0,30192.0,2.66,False,-582517
7751.0,S2435004,Uttar Pradesh,Lucknow,4.0,MO AHMAD URF RINKU,Social Democratic Party Of India,3251.0,4.0,3255.0,0.29,False,-609454
7752.0,S2435005,Uttar Pradesh,Lucknow,5.0,AKHAND PRATAP SINGH,Independent,1465.0,8.0,1473.0,0.13,False,-611236
7753.0,S2435006,Uttar Pradesh,Lucknow,6.0,SARVAR ALI,Sarvar Party,1199.0,3.0,1202.0,0.11,False,-611507
7754.0,S2435007,Uttar Pradesh,Lucknow,7.0,ISHTIYAQ ALI,Independent,929.0,5.0,934.0,0.08,False,-611775
7755.0,S2435008,Uttar Pradesh,Lucknow,8.0,KAPIL MOHAN CHOWDHARY,Mera Adhikaar Rashtriya Dal,815.0,2.0,817.0,0.07,False,-611892
7756.0,S2435009,Uttar Pradesh,Lucknow,9.0,GAURAV VERMA,Hindu Samaj Party,801.0,6.0,807.0,0.07,False,-611902
7757.0,S2435010,Uttar Pradesh,Lucknow,10.0,BRIJESH KUMAR YADAV,Kisan Vishwa Party,601.0,2.0,603.0,0.05,False,-612106
7758.0,S2435011,Uttar Pradesh,Lucknow,11.0,NOTA,None of the Above,7316.0,34.0,7350.0,0.65,False,-605359
7759.0,S2436001,Uttar Pradesh,Rae Bareli,1.0,RAHUL GANDHI,Indian National Congress,686044.0,1605.0,687649.0,66.17,True,390030
7760.0,S2436002,Uttar Pradesh,Rae Bareli,2.0,DINESH PRATAP SINGH,Bharatiya Janata Party,296703.0,916.0,297619.0,28.64,False,-390030
7761.0,S2436003,Uttar Pradesh,Rae Bareli,3.0,THAKUR PRASAD YADAV,Bahujan Samaj Party,21588.0,36.0,21624.0,2.08,False,-666025
7762.0,S2436004,Uttar Pradesh,Rae Bareli,4.0,DILEEP SINGH,Akhil Bhartiya Apna Dal,8676.0,2.0,8678.0,0.84,False,-678971
7763.0,S2436005,Uttar Pradesh,Rae Bareli,5.0,HORILAL,Independent,5397.0,2.0,5399.0,0.52,False,-682250
7764.0,S2436006,Uttar Pradesh,Rae Bareli,6.0,SUDARSHAN RAM,Bhartiya Panchsheel Party,4343.0,2.0,4345.0,0.42,False,-683304
7765.0,S2436007,Uttar Pradesh,Rae Bareli,7.0,HIND ROHITASH,Manavtawadi Samaj Party,3859.0,,3859.0,0.37,False,-683790
7766.0,S2436008,Uttar Pradesh,Rae Bareli,8.0,MO MOBIN,Apna Dal (Kamerawadi),2173.0,1.0,2174.0,0.21,False,-685475
7767.0,S2436009,Uttar Pradesh,Rae Bareli,9.0,NOTA,None of the Above,7861.0,11.0,7872.0,0.76,False,-679777
7768.0,S2437001,Uttar Pradesh,Amethi,1.0,KISHORI LAL,Indian National Congress,536680.0,2548.0,539228.0,54.99,True,167196
7769.0,S2437002,Uttar Pradesh,Amethi,2.0,SMRITI IRANI,Bharatiya Janata Party,370754.0,1278.0,372032.0,37.94,False,-167196
7770.0,S2437003,Uttar Pradesh,Amethi,3.0,NANHE SINGH CHAUHAN,Bahujan Samaj Party,34418.0,116.0,34534.0,3.52,False,-504694
7771.0,S2437004,Uttar Pradesh,Amethi,4.0,SURENDRA KUMAR,Independent,5699.0,,5699.0,0.58,False,-533529
7772.0,S2437005,Uttar Pradesh,Amethi,5.0,DINESH CHANDRA MAURYA,Janshakti Samta Party,4569.0,8.0,4577.0,0.47,False,-534651
7773.0,S2437006,Uttar Pradesh,Amethi,6.0,JAGDAMBA PRASAD YADAV,Independent,4019.0,1.0,4020.0,0.41,False,-535208
7774.0,S2437007,Uttar Pradesh,Amethi,7.0,BHAGWANDIN PASI,Moulik Adhikar Party,2333.0,1.0,2334.0,0.24,False,-536894
7775.0,S2437008,Uttar Pradesh,Amethi,8.0,CHANDRAWATI,Independent,2278.0,13.0,2291.0,0.23,False,-536937
7776.0,S2437009,Uttar Pradesh,Amethi,9.0,MOHD HASAN LAHRI,Rashtriya Narayanwadi Vikas Party,1525.0,2.0,1527.0,0.16,False,-537701
7777.0,S2437010,Uttar Pradesh,Amethi,10.0,KHUSHIRAM,Independent,1401.0,,1401.0,0.14,False,-537827
7778.0,S2437011,Uttar Pradesh,Amethi,11.0,UDAYRAJ,Independent,1300.0,5.0,1305.0,0.13,False,-537923
7779.0,S2437012,Uttar Pradesh,Amethi,12.0,SANTRAM,Samajhdar Party,1208.0,4.0,1212.0,0.12,False,-538016
7780.0,S2437013,Uttar Pradesh,Amethi,13.0,SHAILENDRA KUMAR MISHRA,Sanyogwadi Party,1124.0,4.0,1128.0,0.12,False,-538100
7781.0,S2437014,Uttar Pradesh,Amethi,14.0,NOTA,None of the Above,9371.0,12.0,9383.0,0.96,False,-529845
7782.0,S2438001,Uttar Pradesh,Sultanpur,1.0,RAMBHUAL NISHAD,Samajwadi Party,442886.0,1444.0,444330.0,43.0,True,43174
7783.0,S2438002,Uttar Pradesh,Sultanpur,2.0,MANEKA SANJAY GANDHI,Bharatiya Janata Party,399859.0,1297.0,401156.0,38.82,False,-43174
7784.0,S2438003,Uttar Pradesh,Sultanpur,3.0,UDRAJ VERMA,Bahujan Samaj Party,162603.0,422.0,163025.0,15.78,False,-281305
7785.0,S2438004,Uttar Pradesh,Sultanpur,4.0,ABDUL MABOOD,Apna Desh Party,4295.0,2.0,4297.0,0.42,False,-440033
7786.0,S2438005,Uttar Pradesh,Sultanpur,5.0,MOHAMMAD ASIF,Independent,3382.0,5.0,3387.0,0.33,False,-440943
7787.0,S2438006,Uttar Pradesh,Sultanpur,6.0,UDAYRAJ VERMA,Independent,2900.0,9.0,2909.0,0.28,False,-441421
7788.0,S2438007,Uttar Pradesh,Sultanpur,7.0,GIRISH LAL,Azad Party,2305.0,6.0,2311.0,0.22,False,-442019
7789.0,S2438008,Uttar Pradesh,Sultanpur,8.0,DR SHIV SHANKAR INDIAN,Most Backward Classes Of India,2085.0,5.0,2090.0,0.2,False,-442240
7790.0,S2438009,Uttar Pradesh,Sultanpur,9.0,JAY PRAKASH,Sardar Patel Siddhant Party,1364.0,5.0,1369.0,0.13,False,-442961
7791.0,S2438010,Uttar Pradesh,Sultanpur,10.0,NOTA,None of the Above,8500.0,13.0,8513.0,0.82,False,-435817
7792.0,S2439001,Uttar Pradesh,Pratapgarh,1.0,SHIV PAL SINGH PATEL (DR. S P SINGH),Samajwadi Party,439836.0,2096.0,441932.0,46.65,True,66206
7793.0,S2439002,Uttar Pradesh,Pratapgarh,2.0,SANGAM LAL GUPTA,Bharatiya Janata Party,374208.0,1518.0,375726.0,39.66,False,-66206
7794.0,S2439003,Uttar Pradesh,Pratapgarh,3.0,PRATHMESH MISHRA 'SENANI',Bahujan Samaj Party,79872.0,272.0,80144.0,8.46,False,-361788
7795.0,S2439004,Uttar Pradesh,Pratapgarh,4.0,SANDEEP SINGH,National Jan Dal,5270.0,16.0,5286.0,0.56,False,-436646
7796.0,S2439005,Uttar Pradesh,Pratapgarh,5.0,ARUN KUMAR PANDEY,Hindustan Samaj Party,4984.0,7.0,4991.0,0.53,False,-436941
7797.0,S2439006,Uttar Pradesh,Pratapgarh,6.0,SHIV RAM SHARMA,Moulik Adhikar Party,4709.0,2.0,4711.0,0.5,False,-437221
7798.0,S2439007,Uttar Pradesh,Pratapgarh,7.0,AMAR SINGH,Independent,4135.0,3.0,4138.0,0.44,False,-437794
7799.0,S2439008,Uttar Pradesh,Pratapgarh,8.0,SUNIL CHANDRA PAL,Rashtra Uday Party,3337.0,3.0,3340.0,0.35,False,-438592
7800.0,S2439009,Uttar Pradesh,Pratapgarh,9.0,AJEET PRATAP,Independent,2581.0,,2581.0,0.27,False,-439351
7801.0,S2439010,Uttar Pradesh,Pratapgarh,10.0,VIJAY SINGH,Sanatan Sanskriti Raksha Dal,2457.0,2.0,2459.0,0.26,False,-439473
7802.0,S2439011,Uttar Pradesh,Pratapgarh,11.0,RISHI PATEL,Apna Dal (Kamerawadi),2425.0,4.0,2429.0,0.26,False,-439503
7803.0,S2439012,Uttar Pradesh,Pratapgarh,12.0,MAHESH KUMAR PRAJAPATI,Samajhdar Party,1963.0,1.0,1964.0,0.21,False,-439968
7804.0,S2439013,Uttar Pradesh,Pratapgarh,13.0,DHANANJAY,Independent,1622.0,1.0,1623.0,0.17,False,-440309
7805.0,S2439014,Uttar Pradesh,Pratapgarh,14.0,GEETA DEVI,Bhartiya Lokmat Rashtrwadi Party,1582.0,12.0,1594.0,0.17,False,-440338
7806.0,S2439015,Uttar Pradesh,Pratapgarh,15.0,RAMSIDDH YADAV URF R.S.YADAV,Manavtawadi Samaj Party,1326.0,1.0,1327.0,0.14,False,-440605
7807.0,S2439016,Uttar Pradesh,Pratapgarh,16.0,SUNIL KUMAR MISHRA,Independent,1134.0,2.0,1136.0,0.12,False,-440796
7808.0,S2439017,Uttar Pradesh,Pratapgarh,17.0,SHANKAR SUMAN TIVARI,Independent,1128.0,1.0,1129.0,0.12,False,-440803
7809.0,S2439018,Uttar Pradesh,Pratapgarh,18.0,DURGESH KUMAR,Rastriya Atal Janta Party,1113.0,3.0,1116.0,0.12,False,-440816
7810.0,S2439019,Uttar Pradesh,Pratapgarh,19.0,RAM KUMAR YADAV,Socialist Unity Centre Of India (COMMUNIST),1070.0,1.0,1071.0,0.11,False,-440861
7811.0,S2439020,Uttar Pradesh,Pratapgarh,20.0,SHIV PAL PATEL,Independent,1025.0,5.0,1030.0,0.11,False,-440902
7812.0,S2439021,Uttar Pradesh,Pratapgarh,21.0,DHARMENDRA TIWARI,Log Party,992.0,1.0,993.0,0.1,False,-440939
7813.0,S2439022,Uttar Pradesh,Pratapgarh,22.0,JOKHU PATEL,Sardar Patel Siddhant Party,969.0,2.0,971.0,0.1,False,-440961
7814.0,S2439023,Uttar Pradesh,Pratapgarh,23.0,SHRAWAN KUMAR TRIPATHI,Independent,849.0,2.0,851.0,0.09,False,-441081
7815.0,S2439024,Uttar Pradesh,Pratapgarh,24.0,DHYAN SINGH,Independent,675.0,3.0,678.0,0.07,False,-441254
7816.0,S2439025,Uttar Pradesh,Pratapgarh,25.0,PRAMOD KUMAR,Independent,672.0,2.0,674.0,0.07,False,-441258
7817.0,S2439026,Uttar Pradesh,Pratapgarh,26.0,MOHRAM ALI,Independent,501.0,2.0,503.0,0.05,False,-441429
7818.0,S2439027,Uttar Pradesh,Pratapgarh,27.0,NOTA,None of the Above,2869.0,22.0,2891.0,0.31,False,-439041
7819.0,S2440001,Uttar Pradesh,Farrukhabad,1.0,MUKESH RAJPUT,Bharatiya Janata Party,486925.0,1038.0,487963.0,47.2,True,2678
7820.0,S2440002,Uttar Pradesh,Farrukhabad,2.0,DR. NAVAL KISHOR SHAKYA,Samajwadi Party,484485.0,800.0,485285.0,46.94,False,-2678
7821.0,S2440003,Uttar Pradesh,Farrukhabad,3.0,KRANTI PANDEY,Bahujan Samaj Party,45274.0,116.0,45390.0,4.39,False,-442573
7822.0,S2440004,Uttar Pradesh,Farrukhabad,4.0,AMAR SINGH,Bharatiya Rashtriya Morcha,3345.0,13.0,3358.0,0.32,False,-484605
7823.0,S2440005,Uttar Pradesh,Farrukhabad,5.0,HARNANDAN SINGH,Independent,2457.0,12.0,2469.0,0.24,False,-485494
7824.0,S2440006,Uttar Pradesh,Farrukhabad,6.0,SHYAMVEER SINGH,Bharatiya Nagrik Party,2431.0,3.0,2434.0,0.24,False,-485529
7825.0,S2440007,Uttar Pradesh,Farrukhabad,7.0,VIDYAPRAKASH,Bharatheeya Jawan Kisan Party,1456.0,11.0,1467.0,0.14,False,-486496
7826.0,S2440008,Uttar Pradesh,Farrukhabad,8.0,DINESH,Bhartiya Shakti Chetna Party,1061.0,2.0,1063.0,0.1,False,-486900
7827.0,S2440009,Uttar Pradesh,Farrukhabad,9.0,NOTA,None of the Above,4350.0,15.0,4365.0,0.42,False,-483598
7828.0,S2441001,Uttar Pradesh,Etawah,1.0,JITENDRA KUMAR DOHARE,Samajwadi Party,489358.0,1389.0,490747.0,47.47,True,58419
7829.0,S2441002,Uttar Pradesh,Etawah,2.0,DR RAM SHANKAR KATHERIA,Bharatiya Janata Party,430922.0,1406.0,432328.0,41.82,False,-58419
7830.0,S2441003,Uttar Pradesh,Etawah,3.0,SARIKA SINGH BAGHEL,Bahujan Samaj Party,96253.0,288.0,96541.0,9.34,False,-394206
7831.0,S2441004,Uttar Pradesh,Etawah,4.0,SUNIL SHANKWAR ADVOCATE,Independent,2954.0,9.0,2963.0,0.29,False,-487784
7832.0,S2441005,Uttar Pradesh,Etawah,5.0,MULAYAM SINGH,Independent,1688.0,20.0,1708.0,0.17,False,-489039
7833.0,S2441006,Uttar Pradesh,Etawah,6.0,BHUVNESH KUMARI,Samyak Party,1648.0,9.0,1657.0,0.16,False,-489090
7834.0,S2441007,Uttar Pradesh,Etawah,7.0,VIVEK RAJ,Janta Samajwadi Party (Vivek Raj),1569.0,5.0,1574.0,0.15,False,-489173
7835.0,S2441008,Uttar Pradesh,Etawah,8.0,NOTA,None of the Above,6229.0,37.0,6266.0,0.61,False,-484481
7836.0,S2442001,Uttar Pradesh,Kannauj,1.0,AKHILESH YADAV,Samajwadi Party,640207.0,2085.0,642292.0,52.74,True,170922
7837.0,S2442002,Uttar Pradesh,Kannauj,2.0,SUBRAT PATHAK,Bharatiya Janata Party,470131.0,1239.0,471370.0,38.71,False,-170922
7838.0,S2442003,Uttar Pradesh,Kannauj,3.0,IMRAN BIN ZAFAR,Bahujan Samaj Party,81471.0,168.0,81639.0,6.7,False,-560653
7839.0,S2442004,Uttar Pradesh,Kannauj,4.0,ALOK VERMA,Rashtriya Shoshit Samaj Party,4484.0,8.0,4492.0,0.37,False,-637800
7840.0,S2442005,Uttar Pradesh,Kannauj,5.0,LALIT KUMARI,Independent,3262.0,5.0,3267.0,0.27,False,-639025
7841.0,S2442006,Uttar Pradesh,Kannauj,6.0,SINOD KUMAR,Independent,1732.0,1.0,1733.0,0.14,False,-640559
7842.0,S2442007,Uttar Pradesh,Kannauj,7.0,RAJ KATHERIA,Independent,1463.0,1.0,1464.0,0.12,False,-640828
7843.0,S2442008,Uttar Pradesh,Kannauj,8.0,BHANU PRATAP SINGH DOHRE,Independent,1430.0,2.0,1432.0,0.12,False,-640860
7844.0,S2442009,Uttar Pradesh,Kannauj,9.0,SHAILENDRA KUMAR,Bharatiya Kisan Parivartan Party,1141.0,10.0,1151.0,0.09,False,-641141
7845.0,S2442010,Uttar Pradesh,Kannauj,10.0,YADVENDRA KISHOR,Independent,1061.0,1.0,1062.0,0.09,False,-641230
7846.0,S2442011,Uttar Pradesh,Kannauj,11.0,SUBHASH CHANDRA,All India Forward Bloc,799.0,2.0,801.0,0.07,False,-641491
7847.0,S2442012,Uttar Pradesh,Kannauj,12.0,SUNIL,Bhartiya Shakti Chetna Party,738.0,1.0,739.0,0.06,False,-641553
7848.0,S2442013,Uttar Pradesh,Kannauj,13.0,PRAMOD KUMAR YADAV,Bhartiya Krishak Dal,557.0,3.0,560.0,0.05,False,-641732
7849.0,S2442014,Uttar Pradesh,Kannauj,14.0,PURUSHOTTAM TIWARI,Independent,541.0,2.0,543.0,0.04,False,-641749
7850.0,S2442015,Uttar Pradesh,Kannauj,15.0,IRFAN ALI,Independent,463.0,7.0,470.0,0.04,False,-641822
7851.0,S2442016,Uttar Pradesh,Kannauj,16.0,NOTA,None of the Above,4805.0,13.0,4818.0,0.4,False,-637474
7852.0,S2443001,Uttar Pradesh,Kanpur,1.0,RAMESH AWASTHI,Bharatiya Janata Party,440609.0,2446.0,443055.0,49.93,True,20968
7853.0,S2443002,Uttar Pradesh,Kanpur,2.0,ALOK MISRA,Indian National Congress,419469.0,2618.0,422087.0,47.56,False,-20968
7854.0,S2443003,Uttar Pradesh,Kanpur,3.0,KULDEEP BHADAURIYA,Bahujan Samaj Party,11843.0,189.0,12032.0,1.36,False,-431023
7855.0,S2443004,Uttar Pradesh,Kanpur,4.0,ASHOK PASWAN ADVOCATE,Sabhi Jan Party,1969.0,5.0,1974.0,0.22,False,-441081
7856.0,S2443005,Uttar Pradesh,Kanpur,5.0,ALOK MISHRA,Independent,1186.0,12.0,1198.0,0.14,False,-441857
7857.0,S2443006,Uttar Pradesh,Kanpur,6.0,MANOJ KUMAR,Independent,776.0,2.0,778.0,0.09,False,-442277
7858.0,S2443007,Uttar Pradesh,Kanpur,7.0,AJAY KUMAR MISHRA,Independent,671.0,1.0,672.0,0.08,False,-442383
7859.0,S2443008,Uttar Pradesh,Kanpur,8.0,PRASHAST DHEER,All India Forward Bloc,462.0,3.0,465.0,0.05,False,-442590
7860.0,S2443009,Uttar Pradesh,Kanpur,9.0,ARVIND KUMAR SRIVASTAVA,Independent,394.0,4.0,398.0,0.04,False,-442657
7861.0,S2443010,Uttar Pradesh,Kanpur,10.0,SANJAY SINGH,"Proutist Bloc, India",348.0,2.0,350.0,0.04,False,-442705
7862.0,S2443011,Uttar Pradesh,Kanpur,11.0,VALENDRA KATIYAR,Socialist Unity Centre Of India (COMMUNIST),267.0,3.0,270.0,0.03,False,-442785
7863.0,S2443012,Uttar Pradesh,Kanpur,12.0,NOTA,None of the Above,4048.0,69.0,4117.0,0.46,False,-438938
7864.0,S2444001,Uttar Pradesh,Akbarpur,1.0,DEVENDRA SINGH ALIAS BHOLE SINGH,Bharatiya Janata Party,514256.0,3167.0,517423.0,47.6,True,44345
7865.0,S2444002,Uttar Pradesh,Akbarpur,2.0,RAJARAM PAL,Samajwadi Party,469766.0,3312.0,473078.0,43.52,False,-44345
7866.0,S2444003,Uttar Pradesh,Akbarpur,3.0,RAJESH KUMAR DWIVEDI,Bahujan Samaj Party,72679.0,461.0,73140.0,6.73,False,-444283
7867.0,S2444004,Uttar Pradesh,Akbarpur,4.0,RAJARAM,Independent,4629.0,13.0,4642.0,0.43,False,-512781
7868.0,S2444005,Uttar Pradesh,Akbarpur,5.0,ASHOK PASWAN ADVOCATE,Sabhi Jan Party,3160.0,13.0,3173.0,0.29,False,-514250
7869.0,S2444006,Uttar Pradesh,Akbarpur,6.0,CHANDRESH SINGH,Bhartiya Shakti Chetna Party,2641.0,13.0,2654.0,0.24,False,-514769
7870.0,S2444007,Uttar Pradesh,Akbarpur,7.0,YOGESH JAISWAL,Independent,2529.0,14.0,2543.0,0.23,False,-514880
7871.0,S2444008,Uttar Pradesh,Akbarpur,8.0,VIPIN KUMAR,Rashtriya Sanskriti Party,1489.0,5.0,1494.0,0.14,False,-515929
7872.0,S2444009,Uttar Pradesh,Akbarpur,9.0,RAMGOPAL,Rashtriya Janutthan Party,1146.0,11.0,1157.0,0.11,False,-516266
7873.0,S2444010,Uttar Pradesh,Akbarpur,10.0,NOTA,None of the Above,7523.0,126.0,7649.0,0.7,False,-509774
7874.0,S2445001,Uttar Pradesh,Jalaun,1.0,NARAYAN DAS AHIRWAR,Samajwadi Party,529444.0,736.0,530180.0,46.96,True,53898
7875.0,S2445002,Uttar Pradesh,Jalaun,2.0,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,475232.0,1050.0,476282.0,42.19,False,-53898
7876.0,S2445003,Uttar Pradesh,Jalaun,3.0,SURESH CHANDRA GAUTAM,Bahujan Samaj Party,100105.0,143.0,100248.0,8.88,False,-429932
7877.0,S2445004,Uttar Pradesh,Jalaun,4.0,BRIJ MOHAN,Independent,4666.0,7.0,4673.0,0.41,False,-525507
7878.0,S2445005,Uttar Pradesh,Jalaun,5.0,NAGENDRA KUMAR,Bhartiya Shakti Chetna Party,3205.0,7.0,3212.0,0.28,False,-526968
7879.0,S2445006,Uttar Pradesh,Jalaun,6.0,PREMLATA VERMA,Independent,3176.0,24.0,3200.0,0.28,False,-526980
7880.0,S2445007,Uttar Pradesh,Jalaun,7.0,NOTA,None of the Above,11138.0,16.0,11154.0,0.99,False,-519026
7881.0,S2446001,Uttar Pradesh,Jhansi,1.0,ANURAG SHARMA,Bharatiya Janata Party,689438.0,878.0,690316.0,50.0,True,102614
7882.0,S2446002,Uttar Pradesh,Jhansi,2.0,"PRADEEP JAIN ""ADITYA""",Indian National Congress,587000.0,702.0,587702.0,42.57,False,-102614
7883.0,S2446003,Uttar Pradesh,Jhansi,3.0,RAVI PRAKASH,Bahujan Samaj Party,63106.0,86.0,63192.0,4.58,False,-627124
7884.0,S2446004,Uttar Pradesh,Jhansi,4.0,LAKHAN LAL,Independent,6832.0,,6832.0,0.49,False,-683484
7885.0,S2446005,Uttar Pradesh,Jhansi,5.0,RAMESH,Independent,6330.0,8.0,6338.0,0.46,False,-683978
7886.0,S2446006,Uttar Pradesh,Jhansi,6.0,GANESH RAM,Independent,2574.0,1.0,2575.0,0.19,False,-687741
7887.0,S2446007,Uttar Pradesh,Jhansi,7.0,CHANDAN SINGH,Apna Dal (Kamerawadi),2487.0,4.0,2491.0,0.18,False,-687825
7888.0,S2446008,Uttar Pradesh,Jhansi,8.0,DHARMENDRA PRATAP,Independent,2299.0,4.0,2303.0,0.17,False,-688013
7889.0,S2446009,Uttar Pradesh,Jhansi,9.0,INDRA SINGH,Independent,2076.0,2.0,2078.0,0.15,False,-688238
7890.0,S2446010,Uttar Pradesh,Jhansi,10.0,ER. DEEPAK KUMAR VERMA,Al-Hind Party,1375.0,2.0,1377.0,0.1,False,-688939
7891.0,S2446011,Uttar Pradesh,Jhansi,11.0,NOTA,None of the Above,15290.0,12.0,15302.0,1.11,False,-675014
