,ID,State,Constituency,S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Winner,Margin
2001.0,S0710018,Haryana,FARIDABAD,18.0,SHIV NARAYAN BABA DUBEY,Kisan Mazdoor Sangharsh Party,769.0,2.0,771.0,0.05,False,-787798
2002.0,S0710019,Haryana,FARIDABAD,19.0,GYAN CHAND BAINSLA,Samrat Mihir Bhoj Samaj Party,751.0,5.0,756.0,0.05,False,-787813
2003.0,S0710020,Haryana,FARIDABAD,20.0,RAJESH GAUTAM,Independent,662.0,1.0,663.0,0.05,False,-787906
2004.0,S0710021,Haryana,FARIDABAD,21.0,SWAMI RAJENDRA DEV JI,Independent,660.0,3.0,663.0,0.05,False,-787906
2005.0,S0710022,Haryana,FARIDABAD,22.0,GIRRAJ,Independent,612.0,2.0,614.0,0.04,False,-787955
2006.0,S0710023,Haryana,FARIDABAD,23.0,LEKHRAM DABANG,Independent,610.0,5.0,615.0,0.04,False,-787954
2007.0,S0710024,Haryana,FARIDABAD,24.0,SHAKILA HUSSAIN,Loktantrik Janshakti Party,547.0,4.0,551.0,0.04,False,-788018
2008.0,S0710025,Haryana,FARIDABAD,25.0,NOTA,None of the Above,6808.0,13.0,6821.0,0.46,False,-781748
2009.0,S081001,Himachal Pradesh,KANGRA,1.0,DR RAJEEV BHARDWAJ,Bharatiya Janata Party,622482.0,10311.0,632793.0,61.03,True,251895
2010.0,S081002,Himachal Pradesh,KANGRA,2.0,ANAND SHARMA,Indian National Congress,374346.0,6552.0,380898.0,36.74,False,-251895
2011.0,S081003,Himachal Pradesh,KANGRA,3.0,REKHA CHAUDHARY,Bahujan Samaj Party,7478.0,275.0,7753.0,0.75,False,-625040
2012.0,S081004,Himachal Pradesh,KANGRA,4.0,ADVOCATE SANJAY SHARMA,Independent,2304.0,15.0,2319.0,0.22,False,-630474
2013.0,S081005,Himachal Pradesh,KANGRA,5.0,DR KEHAR SINGH,Independent,2129.0,49.0,2178.0,0.21,False,-630615
2014.0,S081006,Himachal Pradesh,KANGRA,6.0,JEEVAN KUMAR,Akhil Bhartiya Parivar Party,1441.0,35.0,1476.0,0.14,False,-631317
2015.0,S081007,Himachal Pradesh,KANGRA,7.0,NARAIN SINGH DOGRA,Himachal Janta Party,1125.0,46.0,1171.0,0.11,False,-631622
2016.0,S081008,Himachal Pradesh,KANGRA,8.0,BHUVNESH KUMAR,Rashtriya Devbhumi Party,701.0,55.0,756.0,0.07,False,-632037
2017.0,S081009,Himachal Pradesh,KANGRA,9.0,DEV RAJ BHARDWAJ,Rashtriya Samaj Dal (R),588.0,19.0,607.0,0.06,False,-632186
2018.0,S081010,Himachal Pradesh,KANGRA,10.0,ACHAL SINGH,Independent,491.0,54.0,545.0,0.05,False,-632248
2019.0,S081011,Himachal Pradesh,KANGRA,11.0,NOTA,None of the Above,6260.0,112.0,6372.0,0.61,False,-626421
2020.0,S082001,Himachal Pradesh,MANDI,1.0,KANGNA RANAUT,Bharatiya Janata Party,527463.0,9559.0,537022.0,52.87,True,74755
2021.0,S082002,Himachal Pradesh,MANDI,2.0,VIKRAMADITYA SINGH,Indian National Congress,453760.0,8507.0,462267.0,45.51,False,-74755
2022.0,S082003,Himachal Pradesh,MANDI,3.0,DR. PRAKASH CHAND BHARDWAJ,Bahujan Samaj Party,4320.0,73.0,4393.0,0.43,False,-532629
2023.0,S082004,Himachal Pradesh,MANDI,4.0,NARENDER KUMAR,Rashtriya Devbhumi Party,2422.0,25.0,2447.0,0.24,False,-534575
2024.0,S082005,Himachal Pradesh,MANDI,5.0,RAKHEE GUPTA,Independent,1014.0,37.0,1051.0,0.1,False,-535971
2025.0,S082006,Himachal Pradesh,MANDI,6.0,SUBHASH MOHAN SNEHI,Independent,963.0,11.0,974.0,0.1,False,-536048
2026.0,S082007,Himachal Pradesh,MANDI,7.0,VINAY KUMAR,Akhil Bhartiya Parivar Party,674.0,16.0,690.0,0.07,False,-536332
2027.0,S082008,Himachal Pradesh,MANDI,8.0,MAHESH  SAINI,Himachal Janta Party,641.0,13.0,654.0,0.06,False,-536368
2028.0,S082009,Himachal Pradesh,MANDI,9.0,DINESH KUMAR BHATI,Independent,375.0,6.0,381.0,0.04,False,-536641
2029.0,S082010,Himachal Pradesh,MANDI,10.0,ASHUTOSH MAHANT,Independent,260.0,26.0,286.0,0.03,False,-536736
2030.0,S082011,Himachal Pradesh,MANDI,11.0,NOTA,None of the Above,5586.0,59.0,5645.0,0.56,False,-531377
2031.0,S083001,Himachal Pradesh,HAMIRPUR,1.0,ANURAG SINGH THAKUR,Bharatiya Janata Party,593055.0,14013.0,607068.0,57.97,True,182357
2032.0,S083002,Himachal Pradesh,HAMIRPUR,2.0,SATPAL RAIZADA,Indian National Congress,414828.0,9883.0,424711.0,40.55,False,-182357
2033.0,S083003,Himachal Pradesh,HAMIRPUR,3.0,HEM RAJ,Bahujan Samaj Party,2694.0,64.0,2758.0,0.26,False,-604310
2034.0,S083004,Himachal Pradesh,HAMIRPUR,4.0,JAGDEEP KUMAR,Rashtriya Devbhumi Party,1738.0,26.0,1764.0,0.17,False,-605304
2035.0,S083005,Himachal Pradesh,HAMIRPUR,5.0,SURENDER KUMAR GAUTAM,Independent,1401.0,9.0,1410.0,0.13,False,-605658
2036.0,S083006,Himachal Pradesh,HAMIRPUR,6.0,SUBEDAR MAJOR KULWANT SINGH PATIAL,Bharatheeya Jawan Kisan Party,1176.0,63.0,1239.0,0.12,False,-605829
2037.0,S083007,Himachal Pradesh,HAMIRPUR,7.0,NAND LAL,Independent,978.0,41.0,1019.0,0.1,False,-606049
2038.0,S083008,Himachal Pradesh,HAMIRPUR,8.0,SUMIT RANA,Akhil Bhartiya Parivar Party,666.0,9.0,675.0,0.06,False,-606393
2039.0,S083009,Himachal Pradesh,HAMIRPUR,9.0,RAMESH CHAND SARTHI,Independent,544.0,16.0,560.0,0.05,False,-606508
2040.0,S083010,Himachal Pradesh,HAMIRPUR,10.0,ARUN ANKESH SYAL,Ekam Sanatan Bharat Dal,412.0,21.0,433.0,0.04,False,-606635
2041.0,S083011,Himachal Pradesh,HAMIRPUR,11.0,GARIB DASS KATOCH,Independent,210.0,36.0,246.0,0.02,False,-606822
2042.0,S083012,Himachal Pradesh,HAMIRPUR,12.0,GOPI CHAND ATTARI,Independent,168.0,34.0,202.0,0.02,False,-606866
2043.0,S083013,Himachal Pradesh,HAMIRPUR,13.0,NOTA,None of the Above,5100.0,78.0,5178.0,0.49,False,-601890
2044.0,S084001,Himachal Pradesh,SHIMLA,1.0,Suresh Kumar Kashyap,Bharatiya Janata Party,513936.0,5812.0,519748.0,53.58,True,91451
2045.0,S084002,Himachal Pradesh,SHIMLA,2.0,Vinod Sultanpuri,Indian National Congress,423388.0,4909.0,428297.0,44.16,False,-91451
2046.0,S084003,Himachal Pradesh,SHIMLA,3.0,Anil Kumar Manget,Bahujan Samaj Party,6379.0,121.0,6500.0,0.67,False,-513248
2047.0,S084004,Himachal Pradesh,SHIMLA,4.0,Suresh Kumar,Rashtriya Devbhumi Party,4766.0,48.0,4814.0,0.5,False,-514934
2048.0,S084005,Himachal Pradesh,SHIMLA,5.0,Madan Lal,Akhil Bhartiya Parivar Party,4633.0,43.0,4676.0,0.48,False,-515072
2049.0,S084006,Himachal Pradesh,SHIMLA,6.0,NOTA,None of the Above,5876.0,54.0,5930.0,0.61,False,-513818
2050.0,U081001,Jammu and Kashmir,BARAMULLA,1.0,ABDUL RASHID SHEIKH,Independent,469574.0,2907.0,472481.0,45.7,True,204142
2051.0,U081002,Jammu and Kashmir,BARAMULLA,2.0,OMAR ABDULLAH,Jammu & Kashmir National Conference,266301.0,2038.0,268339.0,25.95,False,-204142
2052.0,U081003,Jammu and Kashmir,BARAMULLA,3.0,SAJAD GANI LONE,Jammu & Kashmir People Conference,171582.0,1657.0,173239.0,16.76,False,-299242
2053.0,U081004,Jammu and Kashmir,BARAMULLA,4.0,MIR MOHAMMAD FAYAZ,Jammu & Kashmir Peoples Democratic Party,27173.0,315.0,27488.0,2.66,False,-444993
2054.0,U081005,Jammu and Kashmir,BARAMULLA,5.0,SURAIYA NISSAR,Independent,21565.0,53.0,21618.0,2.09,False,-450863
2055.0,U081006,Jammu and Kashmir,BARAMULLA,6.0,FIRDOUS AHMAD BHAT,Independent,15707.0,15.0,15722.0,1.52,False,-456759
2056.0,U081007,Jammu and Kashmir,BARAMULLA,7.0,SHAFEEQA BEGUM,Independent,6203.0,11.0,6214.0,0.6,False,-466267
2057.0,U081008,Jammu and Kashmir,BARAMULLA,8.0,PEERZADA MUDASIR RASHID SHAH,Jammu & Kashmir National Panthers Party (Bhim),5499.0,67.0,5566.0,0.54,False,-466915
2058.0,U081009,Jammu and Kashmir,BARAMULLA,9.0,KHURSHEED AHMAD SHAH,Rashtriya Jankranti Party,4213.0,55.0,4268.0,0.41,False,-468213
2059.0,U081010,Jammu and Kashmir,BARAMULLA,10.0,MOHAMMAD SULTAN GANAIE,Independent,4054.0,9.0,4063.0,0.39,False,-468418
2060.0,U081011,Jammu and Kashmir,BARAMULLA,11.0,SHADIB HANIEF KHAN,Independent,3668.0,2.0,3670.0,0.35,False,-468811
2061.0,U081012,Jammu and Kashmir,BARAMULLA,12.0,MUDASIR AHMAD TANTARY,Independent,3196.0,22.0,3218.0,0.31,False,-469263
2062.0,U081013,Jammu and Kashmir,BARAMULLA,13.0,NAZIR AHMAD SOFI,Independent,2980.0,3.0,2983.0,0.29,False,-469498
2063.0,U081014,Jammu and Kashmir,BARAMULLA,14.0,SHABIR AHMAD DAR,Independent,2694.0,6.0,2700.0,0.26,False,-469781
2064.0,U081015,Jammu and Kashmir,BARAMULLA,15.0,HILAL AHMAD WAGAY,Independent,2681.0,8.0,2689.0,0.26,False,-469792
2065.0,U081016,Jammu and Kashmir,BARAMULLA,16.0,MEHRAJ UDDIN NAJAR,Independent,2560.0,10.0,2570.0,0.25,False,-469911
2066.0,U081017,Jammu and Kashmir,BARAMULLA,17.0,SYED AMEER SUHAIL,Independent,2409.0,8.0,2417.0,0.23,False,-470064
2067.0,U081018,Jammu and Kashmir,BARAMULLA,18.0,FAROOQ AHMAD BHAT,National Youth Party,2315.0,28.0,2343.0,0.23,False,-470138
2068.0,U081019,Jammu and Kashmir,BARAMULLA,19.0,ARUN KUMAR RAINA,Independent,2161.0,80.0,2241.0,0.22,False,-470240
2069.0,U081020,Jammu and Kashmir,BARAMULLA,20.0,MUNIR AHMAD KHAN,Jammu and Kashmir Nationalist People's Front,2004.0,15.0,2019.0,0.2,False,-470462
2070.0,U081021,Jammu and Kashmir,BARAMULLA,21.0,MUZAFFAR HUSSAIN DAR,Independent,1663.0,8.0,1671.0,0.16,False,-470810
2071.0,U081022,Jammu and Kashmir,BARAMULLA,22.0,MUSHTAQ AHMAD MIR,National Loktantrik Party,1382.0,15.0,1397.0,0.14,False,-471084
2072.0,U081023,Jammu and Kashmir,BARAMULLA,23.0,NOTA,None of the Above,4873.0,111.0,4984.0,0.48,False,-467497
2073.0,U082001,Jammu and Kashmir,SRINAGAR,1.0,AGA SYED RUHULLAH MEHDI,Jammu & Kashmir National Conference,355294.0,1572.0,356866.0,52.85,True,188416
2074.0,U082002,Jammu and Kashmir,SRINAGAR,2.0,WAHEED UR REHMAN PARA,Jammu & Kashmir Peoples Democratic Party,167666.0,784.0,168450.0,24.95,False,-188416
2075.0,U082003,Jammu and Kashmir,SRINAGAR,3.0,MOHAMMAD ASHRAF MIR,Jammu and Kashmir Apni Party,65494.0,460.0,65954.0,9.77,False,-290912
2076.0,U082004,Jammu and Kashmir,SRINAGAR,4.0,AMIR AHMAD BHAT,Democratic Progressive Azad Party,15061.0,43.0,15104.0,2.24,False,-341762
2077.0,U082005,Jammu and Kashmir,SRINAGAR,5.0,SHEEBAN ASHAI,Independent,13063.0,8.0,13071.0,1.94,False,-343795
2078.0,U082006,Jammu and Kashmir,SRINAGAR,6.0,SAYIM MUSTAFA,Independent,8831.0,49.0,8880.0,1.32,False,-347986
2079.0,U082007,Jammu and Kashmir,SRINAGAR,7.0,JIBRAN FIRDOUS DAR,Independent,5431.0,67.0,5498.0,0.81,False,-351368
2080.0,U082008,Jammu and Kashmir,SRINAGAR,8.0,JAHANGIR AHMAD SHEIKH,Independent,4412.0,10.0,4422.0,0.65,False,-352444
2081.0,U082009,Jammu and Kashmir,SRINAGAR,9.0,SAJAD AHMAD DAR,Independent,3755.0,9.0,3764.0,0.56,False,-353102
2082.0,U082010,Jammu and Kashmir,SRINAGAR,10.0,HAKIKAT SINGH,Jammu & Kashmir National Panthers Party (Bhim),3732.0,46.0,3778.0,0.56,False,-353088
2083.0,U082011,Jammu and Kashmir,SRINAGAR,11.0,RUBINA AKHTER,National Loktantrik Party,2855.0,21.0,2876.0,0.43,False,-353990
2084.0,U082012,Jammu and Kashmir,SRINAGAR,12.0,WASEEM HASSAN SHEIKH,Independent,2838.0,17.0,2855.0,0.42,False,-354011
2085.0,U082013,Jammu and Kashmir,SRINAGAR,13.0,RIYAZ AHMAD BHAT,Independent,2791.0,1.0,2792.0,0.41,False,-354074
2086.0,U082014,Jammu and Kashmir,SRINAGAR,14.0,FAYAZ AHMAD BUTT,Independent,2221.0,6.0,2227.0,0.33,False,-354639
2087.0,U082015,Jammu and Kashmir,SRINAGAR,15.0,SHAHNAZ HUSSAIN SHAH,Independent,2196.0,7.0,2203.0,0.33,False,-354663
2088.0,U082016,Jammu and Kashmir,SRINAGAR,16.0,MOHD YOUSUF BHAT,Gana Suraksha Party,1880.0,18.0,1898.0,0.28,False,-354968
2089.0,U082017,Jammu and Kashmir,SRINAGAR,17.0,WAHEEDA TABASUM SHAH,Independent,1594.0,12.0,1606.0,0.24,False,-355260
2090.0,U082018,Jammu and Kashmir,SRINAGAR,18.0,NISAR AHMAD AHANGAR,Independent,1115.0,9.0,1124.0,0.17,False,-355742
2091.0,U082019,Jammu and Kashmir,SRINAGAR,19.0,MIRZA SAJAD HUSSAIN BEIGH,Independent,1049.0,15.0,1064.0,0.16,False,-355802
2092.0,U082020,Jammu and Kashmir,SRINAGAR,20.0,GHULAM MOHAMMAD WANI,Independent,1028.0,12.0,1040.0,0.15,False,-355826
2093.0,U082021,Jammu and Kashmir,SRINAGAR,21.0,AMIN DAR,Independent,989.0,7.0,996.0,0.15,False,-355870
2094.0,U082022,Jammu and Kashmir,SRINAGAR,22.0,JAVEED AHMAD WANI,Independent,928.0,4.0,932.0,0.14,False,-355934
2095.0,U082023,Jammu and Kashmir,SRINAGAR,23.0,YOUNIS AHMAD MIR,Bharat Jodo Party,913.0,12.0,925.0,0.14,False,-355941
2096.0,U082024,Jammu and Kashmir,SRINAGAR,24.0,DR QAZI ASHRAF,Independent,910.0,9.0,919.0,0.14,False,-355947
2097.0,U082025,Jammu and Kashmir,SRINAGAR,25.0,NOTA,None of the Above,5887.0,111.0,5998.0,0.89,False,-350868
2098.0,U083001,Jammu and Kashmir,ANANTNAG-RAJOURI,1.0,MIAN ALTAF AHMAD,Jammu & Kashmir National Conference,517489.0,4347.0,521836.0,50.85,True,281794
2099.0,U083002,Jammu and Kashmir,ANANTNAG-RAJOURI,2.0,MEHBOOBA MUFTI,Jammu & Kashmir Peoples Democratic Party,238210.0,1832.0,240042.0,23.39,False,-281794
2100.0,U083003,Jammu and Kashmir,ANANTNAG-RAJOURI,3.0,ZAFAR IQBAL KHAN MANHAS,Jammu and Kashmir Apni Party,141316.0,879.0,142195.0,13.86,False,-379641
2101.0,U083004,Jammu and Kashmir,ANANTNAG-RAJOURI,4.0,MOHAMAD SALEEM PARAY,Democratic Progressive Azad Party,25440.0,121.0,25561.0,2.49,False,-496275
2102.0,U083005,Jammu and Kashmir,ANANTNAG-RAJOURI,5.0,ABDUL RAOUF MALIK,Independent,10566.0,16.0,10582.0,1.03,False,-511254
2103.0,U083006,Jammu and Kashmir,ANANTNAG-RAJOURI,6.0,SUSHIL KUMAR SHARMA,Independent,9102.0,126.0,9228.0,0.9,False,-512608
2104.0,U083007,Jammu and Kashmir,ANANTNAG-RAJOURI,7.0,ABDUL ROUF NAIK,Independent,9079.0,70.0,9149.0,0.89,False,-512687
2105.0,U083008,Jammu and Kashmir,ANANTNAG-RAJOURI,8.0,SAJAD AHMAD DAR,Independent,7988.0,16.0,8004.0,0.78,False,-513832
2106.0,U083009,Jammu and Kashmir,ANANTNAG-RAJOURI,9.0,IMRAN SHEIKH,Independent,7457.0,28.0,7485.0,0.73,False,-514351
2107.0,U083010,Jammu and Kashmir,ANANTNAG-RAJOURI,10.0,IMTIYAZ AHMAD,National Loktantrik Party,6936.0,77.0,7013.0,0.68,False,-514823
2108.0,U083011,Jammu and Kashmir,ANANTNAG-RAJOURI,11.0,ARSHEED AHMED LONE,Jammu & Kashmir National Panthers Party (Bhim),6163.0,226.0,6389.0,0.62,False,-515447
2109.0,U083012,Jammu and Kashmir,ANANTNAG-RAJOURI,12.0,BALDEV KUMAR,Independent,6120.0,69.0,6189.0,0.6,False,-515647
2110.0,U083013,Jammu and Kashmir,ANANTNAG-RAJOURI,13.0,ALI MOHAMMAD WANI,Independent,5238.0,17.0,5255.0,0.51,False,-516581
2111.0,U083014,Jammu and Kashmir,ANANTNAG-RAJOURI,14.0,SHEIKH MUZAFAR AHMED,Jammu and Kashmir Nationalist People's Front,4774.0,40.0,4814.0,0.47,False,-517022
2112.0,U083015,Jammu and Kashmir,ANANTNAG-RAJOURI,15.0,DILIP KUMAR PANDITA,Independent,3638.0,84.0,3722.0,0.36,False,-518114
2113.0,U083016,Jammu and Kashmir,ANANTNAG-RAJOURI,16.0,RAVINDER SINGH,Independent,2828.0,134.0,2962.0,0.29,False,-518874
2114.0,U083017,Jammu and Kashmir,ANANTNAG-RAJOURI,17.0,GULSHAN AKHTER,Independent,2778.0,29.0,2807.0,0.27,False,-519029
2115.0,U083018,Jammu and Kashmir,ANANTNAG-RAJOURI,18.0,MOHAMMAD MAQBOOL TELI,Garib Democratic Party,2731.0,17.0,2748.0,0.27,False,-519088
2116.0,U083019,Jammu and Kashmir,ANANTNAG-RAJOURI,19.0,SUDARSHAN SINGH,National Awami United Party,2166.0,216.0,2382.0,0.23,False,-519454
2117.0,U083020,Jammu and Kashmir,ANANTNAG-RAJOURI,20.0,JAVAID AHMED,All India Forward Bloc,1534.0,28.0,1562.0,0.15,False,-520274
2118.0,U083021,Jammu and Kashmir,ANANTNAG-RAJOURI,21.0,NOTA,None of the Above,5967.0,256.0,6223.0,0.61,False,-515613
2119.0,U084001,Jammu and Kashmir,UDHAMPUR,1.0,DR JITENDRA SINGH,Bharatiya Janata Party,566833.0,4243.0,571076.0,51.28,True,124373
2120.0,U084002,Jammu and Kashmir,UDHAMPUR,2.0,CH LAL SINGH,Indian National Congress,444151.0,2552.0,446703.0,40.11,False,-124373
2121.0,U084003,Jammu and Kashmir,UDHAMPUR,3.0,GHULAM MOHD SAROORI,Independent,39519.0,80.0,39599.0,3.56,False,-531477
2122.0,U084004,Jammu and Kashmir,UDHAMPUR,4.0,MEHRAJ DIN,Independent,9055.0,27.0,9082.0,0.82,False,-561994
2123.0,U084005,Jammu and Kashmir,UDHAMPUR,5.0,AMIT KUMAR,Bahujan Samaj Party,8559.0,83.0,8642.0,0.78,False,-562434
2124.0,U084006,Jammu and Kashmir,UDHAMPUR,6.0,MOHD ALI GUJJAR,Independent,7139.0,19.0,7158.0,0.64,False,-563918
2125.0,U084007,Jammu and Kashmir,UDHAMPUR,7.0,MANOJ KUMAR,Ekam Sanatan Bharat Dal,6778.0,56.0,6834.0,0.61,False,-564242
2126.0,U084008,Jammu and Kashmir,UDHAMPUR,8.0,BALWAN SINGH,Jammu & Kashmir National Panthers Party (Bhim),3243.0,49.0,3292.0,0.3,False,-567784
2127.0,U084009,Jammu and Kashmir,UDHAMPUR,9.0,SWARN VEER SINGH JARAL,Independent,3071.0,17.0,3088.0,0.28,False,-567988
2128.0,U084010,Jammu and Kashmir,UDHAMPUR,10.0,DR PANKAJ SHARMA,Independent,2201.0,46.0,2247.0,0.2,False,-568829
2129.0,U084011,Jammu and Kashmir,UDHAMPUR,11.0,RAJESH MANCHANDA,Independent,1575.0,30.0,1605.0,0.14,False,-569471
2130.0,U084012,Jammu and Kashmir,UDHAMPUR,12.0,SACHIN GUPTA,Independent,1457.0,6.0,1463.0,0.13,False,-569613
2131.0,U084013,Jammu and Kashmir,UDHAMPUR,13.0,NOTA,None of the Above,12891.0,47.0,12938.0,1.16,False,-558138
2132.0,U085001,Jammu and Kashmir,JAMMU,1.0,JUGAL KISHORE,Bharatiya Janata Party,677571.0,10017.0,687588.0,52.8,True,135498
2133.0,U085002,Jammu and Kashmir,JAMMU,2.0,RAMAN BHALLA,Indian National Congress,546031.0,6059.0,552090.0,42.4,False,-135498
2134.0,U085003,Jammu and Kashmir,JAMMU,3.0,JAGDISH RAJ,Bahujan Samaj Party,10253.0,47.0,10300.0,0.79,False,-677288
2135.0,U085004,Jammu and Kashmir,JAMMU,4.0,SATISH POONCHI,Independent,5948.0,11.0,5959.0,0.46,False,-681629
2136.0,U085005,Jammu and Kashmir,JAMMU,5.0,ANKUR SHARMA,Ekam Sanatan Bharat Dal,4268.0,10.0,4278.0,0.33,False,-683310
2137.0,U085006,Jammu and Kashmir,JAMMU,6.0,NARESH KUMAR CHIB,Jammu & Kashmir National Panthers Party (Bhim),4231.0,12.0,4243.0,0.33,False,-683345
2138.0,U085007,Jammu and Kashmir,JAMMU,7.0,PRINCIPAL C D SHARMA,Independent,3256.0,1.0,3257.0,0.25,False,-684331
2139.0,U085008,Jammu and Kashmir,JAMMU,8.0,KARANJIT,Independent,3199.0,8.0,3207.0,0.25,False,-684381
2140.0,U085009,Jammu and Kashmir,JAMMU,9.0,SHABER AHMED,Independent,3174.0,3.0,3177.0,0.24,False,-684411
2141.0,U085010,Jammu and Kashmir,JAMMU,10.0,SHIKHA BANDRAL,National Awami United Party,2932.0,5.0,2937.0,0.23,False,-684651
2142.0,U085011,Jammu and Kashmir,JAMMU,11.0,DR PRINCE RAINA,Independent,2863.0,3.0,2866.0,0.22,False,-684722
2143.0,U085012,Jammu and Kashmir,JAMMU,12.0,RAJ KUMAR,Independent,2611.0,7.0,2618.0,0.2,False,-684970
2144.0,U085013,Jammu and Kashmir,JAMMU,13.0,SURINDER SINGH,Independent,2216.0,10.0,2226.0,0.17,False,-685362
2145.0,U085014,Jammu and Kashmir,JAMMU,14.0,ATUL RAINA,Independent,2063.0,5.0,2068.0,0.16,False,-685520
2146.0,U085015,Jammu and Kashmir,JAMMU,15.0,RATTAN LAL,Jammu & Kashmir People Conference,1650.0,1.0,1651.0,0.13,False,-685937
2147.0,U085016,Jammu and Kashmir,JAMMU,16.0,SWAMI DIVYA NAND,Jammu and Kashmir Nationalist People's Front,1618.0,2.0,1620.0,0.12,False,-685968
2148.0,U085017,Jammu and Kashmir,JAMMU,17.0,PERSEEN SINGH,Independent,1587.0,2.0,1589.0,0.12,False,-685999
2149.0,U085018,Jammu and Kashmir,JAMMU,18.0,NARESH KUMAR TALLA,Independent,1458.0,1.0,1459.0,0.11,False,-686129
2150.0,U085019,Jammu and Kashmir,JAMMU,19.0,GANESH CHOUDHARY,Hindustan Shakti Sena,1187.0,3.0,1190.0,0.09,False,-686398
2151.0,U085020,Jammu and Kashmir,JAMMU,20.0,VICKY KUMAR DOGRA,Independent,1163.0,2.0,1165.0,0.09,False,-686423
2152.0,U085021,Jammu and Kashmir,JAMMU,21.0,BANSI LAL,Independent,1051.0,8.0,1059.0,0.08,False,-686529
2153.0,U085022,Jammu and Kashmir,JAMMU,22.0,QARI ZAHEER ABBAS BHATTI,All India Forward Bloc,983.0,1.0,984.0,0.08,False,-686604
2154.0,U085023,Jammu and Kashmir,JAMMU,23.0,NOTA,None of the Above,4631.0,14.0,4645.0,0.36,False,-682943
2155.0,S271001,Jharkhand,Rajmahal,1.0,VIJAY KUMAR HANSDAK,Jharkhand Mukti Morcha,607293.0,6078.0,613371.0,50.35,True,178264
2156.0,S271002,Jharkhand,Rajmahal,2.0,TALA MARANDI,Bharatiya Janata Party,430544.0,4563.0,435107.0,35.72,False,-178264
2157.0,S271003,Jharkhand,Rajmahal,3.0,LOBIN HEMBRAM,Independent,41592.0,548.0,42140.0,3.46,False,-571231
2158.0,S271004,Jharkhand,Rajmahal,4.0,GOPIN SOREN,Communist Party of India  (Marxist),37191.0,100.0,37291.0,3.06,False,-576080
2159.0,S271005,Jharkhand,Rajmahal,5.0,MAHESH PAHARIYA,Independent,14950.0,28.0,14978.0,1.23,False,-598393
2160.0,S271006,Jharkhand,Rajmahal,6.0,AJIT MARANDI,Rashtriya Jansambhavna Party,11243.0,8.0,11251.0,0.92,False,-602120
2161.0,S271007,Jharkhand,Rajmahal,7.0,SEBASTION HEMBROM,Independent,9492.0,1.0,9493.0,0.78,False,-603878
2162.0,S271008,Jharkhand,Rajmahal,8.0,MARIYAM MARANDI,Bahujan Samaj Party,8225.0,34.0,8259.0,0.68,False,-605112
2163.0,S271009,Jharkhand,Rajmahal,9.0,PAUL SOREN,All India Majlis-E-Ittehadul Muslimeen,7854.0,48.0,7902.0,0.65,False,-605469
2164.0,S271010,Jharkhand,Rajmahal,10.0,DIPA TUDU,Independent,6847.0,9.0,6856.0,0.56,False,-606515
2165.0,S271011,Jharkhand,Rajmahal,11.0,KHALIFA KISKU,Peoples Party of India (Democratic),4092.0,15.0,4107.0,0.34,False,-609264
2166.0,S271012,Jharkhand,Rajmahal,12.0,VINOD KUMAR MANDAL,Lokhit Adhikar Party,3774.0,35.0,3809.0,0.31,False,-609562
2167.0,S271013,Jharkhand,Rajmahal,13.0,MUNSHI KISKU,Navyug Pragatisheel Morcha,2777.0,2.0,2779.0,0.23,False,-610592
2168.0,S271014,Jharkhand,Rajmahal,14.0,LILI HANSDA,Samata Party,2682.0,7.0,2689.0,0.22,False,-610682
